Log_ID,Server_ID,Server_Cluster_x,Log_Timestamp,CPU_Utilization (%),Memory_Usage (%),Disk_IO (%),Network_Traffic_In (MB/s),Network_Traffic_Out (MB/s),Uptime (Hours),Downtime (Hours),Station,Hostname,IP_Address,OS_Type,Server_Location,Admin_Name,Server_Cluster_y,Admin_Email,Admin_Phone,Date,Hour,DayOfWeek,Month,Year,CPU_Status,Memory_Status,Disk_Status,System_Health_Score,System_Health_Status
Station1_LOG01939,SRV089,CL-1,2025-08-02 18:04:00,57.97,55.575,39.24,13.07,9.5,285.51,6.71,Station1,host-089,10.0.225.14,Windows,Frankfurt,Hannah,CL-1,hannah@xyzcorp.com,+1-202-151-5538,2025-08-02,18,Saturday,8,2025,Medium,Medium,Low,49.071666666666665,Fair
Station1_LOG01940,SRV029,CL-2,2025-08-01 04:11:00,78.84,42.53,11.06,27.41,3.53,535.89,6.45,Station1,host-029,10.0.94.201,Windows,Mumbai,George,CL-2,george@xyzcorp.com,+1-202-749-4405,2025-08-01,4,Friday,8,2025,Medium,Low,Low,55.85666666666666,Fair
Station1_LOG01941,SRV071,CL-2,2025-08-01 00:42:00,94.81,36.73,41.7,12.68,11.73,814.69,6.7,Station1,host-071,10.0.214.19,Linux,Frankfurt,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,2025-08-01,0,Friday,8,2025,High,Low,Low,42.25333333333333,Fair
Station1_LOG01942,SRV011,CL-7,2025-08-02 23:13:00,27.69,55.575,69.97,25.6,2.85,436.32,1.39,Station1,host-011,10.0.220.226,Windows,Singapore,Fiona,CL-7,fiona@xyzcorp.com,+1-202-230-1591,2025-08-02,23,Saturday,8,2025,Low,Medium,Medium,48.92166666666666,Fair
Station1_LOG01943,SRV010,CL-4,2025-08-01 03:43:00,10.68,55.575,66.19,7.46,10.79,942.17,0.58,Station1,host-010,10.0.44.34,Linux,London,Charlie,CL-4,charlie@xyzcorp.com,+1-202-817-1167,2025-08-01,3,Friday,8,2025,Low,Medium,Medium,55.85166666666667,Fair
Station1_LOG01944,SRV008,CL-1,2025-08-02 05:46:00,43.18,23.28,31.45,14.36,8.63,968.51,3.1,Station1,host-008,10.0.121.33,Linux,New York,Bob,CL-1,bob@xyzcorp.com,+1-202-691-4215,2025-08-02,5,Saturday,8,2025,Low,Low,Low,67.36333333333333,Good
Station1_LOG01945,SRV070,CL-1,2025-08-01 13:35:00,54.84,29.17,15.37,13.32,24.22,191.06,0.87,Station1,host-070,10.0.46.35,Linux,Singapore,Hannah,CL-1,hannah@xyzcorp.com,+1-202-151-5538,2025-08-01,13,Friday,8,2025,Medium,Low,Low,66.87333333333333,Good
Station1_LOG01946,SRV034,CL-6,2025-08-01 14:14:00,34.06,63.75,8.07,5.67,17.59,602.86,4.0,Station1,host-034,10.0.70.112,Linux,Singapore,Hannah,CL-6,hannah@xyzcorp.com,+1-202-151-5538,2025-08-01,14,Friday,8,2025,Low,Medium,Low,64.70666666666668,Good
Station1_LOG01947,SRV011,CL-7,2025-08-02 12:12:00,11.34,41.99,10.94,22.31,19.05,724.74,6.45,Station1,host-011,10.0.220.226,Windows,Singapore,Fiona,CL-7,fiona@xyzcorp.com,+1-202-230-1591,2025-08-02,12,Saturday,8,2025,Low,Low,Low,78.57666666666667,Good
Station1_LOG01948,SRV056,CL-4,2025-08-01 09:51:00,40.19,55.575,30.4,9.72,16.78,706.8,8.79,Station1,host-056,10.0.140.244,Windows,New York,George,CL-4,george@xyzcorp.com,+1-202-749-4405,2025-08-01,9,Friday,8,2025,Low,Medium,Low,57.945,Fair
Station1_LOG01949,SRV082,CL-10,2025-08-02 17:51:00,47.41,71.85,18.33,14.09,15.04,736.12,7.9,Station1,host-082,10.0.237.227,Windows,New York,Ethan,CL-10,ethan@xyzcorp.com,+1-202-853-1213,2025-08-02,17,Saturday,8,2025,Low,Medium,Low,54.13666666666668,Fair
Station1_LOG01950,SRV082,CL-10,2025-08-01 03:30:00,36.04,78.11,9.02,1.63,5.65,635.05,5.31,Station1,host-082,10.0.237.227,Windows,New York,Ethan,CL-10,ethan@xyzcorp.com,+1-202-853-1213,2025-08-01,3,Friday,8,2025,Low,Medium,Low,58.943333333333335,Fair
Station1_LOG01951,SRV077,CL-1,2025-08-01 21:04:00,64.74,71.12,45.83,4.23,22.54,564.22,6.07,Station1,host-077,10.0.30.24,Linux,New York,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073,2025-08-01,21,Friday,8,2025,Medium,Medium,Low,39.43666666666667,Poor
Station1_LOG01952,SRV032,CL-4,2025-08-02 00:34:00,51.68,55.575,51.34,5.83,12.875,677.63,4.34,Station1,host-032,10.0.47.156,Linux,New York,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073,2025-08-02,0,Saturday,8,2025,Medium,Medium,Medium,47.135,Fair
Station1_LOG01953,SRV071,CL-2,2025-08-01 21:03:00,77.45,81.96,44.3,7.31,6.75,560.84,4.63,Station1,host-071,10.0.214.19,Linux,Frankfurt,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,2025-08-01,21,Friday,8,2025,Medium,High,Low,32.09666666666668,Poor
Station1_LOG01954,SRV045,CL-2,2025-08-02 07:06:00,41.09,81.18,56.67,6.13,18.17,889.6,2.12,Station1,host-045,10.0.248.214,Linux,New York,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,2025-08-02,7,Saturday,8,2025,Low,High,Medium,40.35333333333333,Fair
Station1_LOG01955,SRV008,CL-1,2025-08-02 06:43:00,37.23,52.3,33.73,20.11,5.6,898.43,3.65,Station1,host-008,10.0.121.33,Linux,New York,Bob,CL-1,bob@xyzcorp.com,+1-202-691-4215,2025-08-02,6,Saturday,8,2025,Low,Medium,Low,58.913333333333334,Fair
Station1_LOG01956,SRV001,CL-8,2025-08-02 02:20:00,30.65,44.34,51.7,13.67,20.31,906.5,3.93,Station1,host-001,10.0.186.8,Windows,London,George,CL-8,george@xyzcorp.com,+1-202-749-4405,2025-08-02,2,Saturday,8,2025,Low,Low,Medium,57.769999999999996,Fair
Station1_LOG01957,SRV063,CL-10,2025-08-02 13:48:00,30.45,55.575,41.7,29.59,15.32,571.07,5.67,Station1,host-063,10.0.167.228,Windows,New York,Alice,CL-10,alice@xyzcorp.com,+1-202-531-6896,2025-08-02,13,Saturday,8,2025,Low,Medium,Low,57.425,Fair
Station1_LOG01958,SRV056,CL-4,2025-08-01 22:44:00,63.73,59.18,10.7,2.94,13.16,113.33,3.48,Station1,host-056,10.0.140.244,Windows,New York,George,CL-4,george@xyzcorp.com,+1-202-749-4405,2025-08-01,22,Friday,8,2025,Medium,Medium,Low,55.46333333333334,Fair
Station1_LOG01959,SRV034,CL-6,2025-08-02 21:43:00,23.69,78.45,18.76,3.58,12.28,460.94,6.56,Station1,host-034,10.0.70.112,Linux,Singapore,Hannah,CL-6,hannah@xyzcorp.com,+1-202-151-5538,2025-08-02,21,Saturday,8,2025,Low,Medium,Low,59.699999999999996,Fair
Station1_LOG01960,SRV074,CL-3,2025-08-01 09:39:00,76.27,69.15,66.57,26.28,16.94,974.55,3.88,Station1,host-074,10.0.246.17,Windows,New York,Hannah,CL-3,hannah@xyzcorp.com,+1-202-151-5538,2025-08-01,9,Friday,8,2025,Medium,Medium,Medium,29.33666666666666,Poor
Station1_LOG01961,SRV054,CL-9,2025-08-02 00:02:00,16.85,30.75,41.7,11.39,22.37,708.73,4.74,Station1,host-054,10.0.204.57,Windows,Mumbai,Charlie,CL-9,charlie@xyzcorp.com,+1-202-817-1167,2025-08-02,0,Saturday,8,2025,Low,Low,Low,70.23333333333333,Good
Station1_LOG01962,SRV084,CL-9,2025-08-01 07:21:00,69.87,25.84,76.35,26.62,21.48,581.57,4.49,Station1,host-084,10.0.44.81,Windows,Singapore,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215,2025-08-01,7,Friday,8,2025,Medium,Low,Medium,42.64666666666667,Fair
Station1_LOG01963,SRV035,CL-6,2025-08-02 22:15:00,45.77,81.98,31.88,20.68,6.13,925.94,9.56,Station1,host-035,10.0.136.46,Windows,Singapore,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215,2025-08-02,22,Saturday,8,2025,Low,High,Low,46.79,Fair
Station1_LOG01964,SRV067,CL-5,2025-08-02 18:21:00,64.97,53.15,62.87,29.29,18.74,798.73,8.25,Station1,host-067,10.0.93.42,Linux,Mumbai,Hannah,CL-5,hannah@xyzcorp.com,+1-202-151-5538,2025-08-02,18,Saturday,8,2025,Medium,Medium,Medium,39.669999999999995,Poor
Station1_LOG01965,SRV017,CL-6,2025-08-02 21:09:00,61.68,32.63,29.86,22.78,22.22,173.17,7.51,Station1,host-017,10.0.188.240,Windows,Mumbai,Ethan,CL-6,ethan@xyzcorp.com,+1-202-853-1213,2025-08-02,21,Saturday,8,2025,Medium,Low,Low,58.61,Fair
Station1_LOG01966,SRV046,CL-7,2025-08-02 09:15:00,73.63,58.87,13.71,26.75,18.89,212.18,7.31,Station1,host-046,10.0.23.82,Linux,New York,George,CL-7,george@xyzcorp.com,+1-202-749-4405,2025-08-02,9,Saturday,8,2025,Medium,Medium,Low,51.26333333333333,Fair
Station1_LOG01967,SRV074,CL-3,2025-08-02 21:13:00,83.88,55.91,13.12,29.54,8.46,834.58,8.5,Station1,host-074,10.0.246.17,Windows,New York,Hannah,CL-3,hannah@xyzcorp.com,+1-202-151-5538,2025-08-02,21,Saturday,8,2025,High,Medium,Low,49.03,Fair
Station1_LOG01968,SRV067,CL-5,2025-08-01 08:00:00,11.46,23.95,68.51,26.62,19.4,171.0,0.27,Station1,host-067,10.0.93.42,Linux,Mumbai,Hannah,CL-5,hannah@xyzcorp.com,+1-202-151-5538,2025-08-01,8,Friday,8,2025,Low,Low,Medium,65.36,Good
Station1_LOG01969,SRV054,CL-9,2025-08-01 23:56:00,12.26,39.2,31.47,15.95,1.47,399.0,3.11,Station1,host-054,10.0.204.57,Windows,Mumbai,Charlie,CL-9,charlie@xyzcorp.com,+1-202-817-1167,2025-08-01,23,Friday,8,2025,Low,Low,Low,72.35666666666667,Good
Station1_LOG01970,SRV028,CL-2,2025-08-01 20:25:00,18.75,58.38,7.55,26.69,1.49,212.39,7.45,Station1,host-028,10.0.151.99,Linux,Singapore,Fiona,CL-2,fiona@xyzcorp.com,+1-202-230-1591,2025-08-01,20,Friday,8,2025,Low,Medium,Low,71.77333333333334,Good
Station1_LOG01971,SRV011,CL-7,2025-08-02 02:54:00,66.43,38.16,9.28,13.39,17.54,510.43,3.25,Station1,host-011,10.0.220.226,Windows,Singapore,Fiona,CL-7,fiona@xyzcorp.com,+1-202-230-1591,2025-08-02,2,Saturday,8,2025,Medium,Low,Low,62.04333333333333,Good
Station1_LOG01972,SRV020,CL-9,2025-08-01 01:35:00,13.39,74.54,15.75,18.25,16.33,444.73,3.16,Station1,host-020,10.0.236.93,Windows,London,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215,2025-08-01,1,Friday,8,2025,Low,Medium,Low,65.44,Good
Station1_LOG01973,SRV046,CL-7,2025-08-02 17:57:00,30.63,55.575,24.67,6.21,21.38,732.96,5.89,Station1,host-046,10.0.23.82,Linux,New York,George,CL-7,george@xyzcorp.com,+1-202-749-4405,2025-08-02,17,Saturday,8,2025,Low,Medium,Low,63.041666666666664,Good
Station1_LOG01974,SRV081,CL-4,2025-08-02 05:07:00,88.01,25.89,20.78,6.55,18.19,153.01,8.55,Station1,host-081,10.0.91.217,Windows,London,Ethan,CL-4,ethan@xyzcorp.com,+1-202-853-1213,2025-08-02,5,Saturday,8,2025,High,Low,Low,55.10666666666666,Fair
Station1_LOG01975,SRV071,CL-2,2025-08-02 00:59:00,30.75,61.41,65.44,7.92,3.38,836.69,3.47,Station1,host-071,10.0.214.19,Linux,Frankfurt,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,2025-08-02,0,Saturday,8,2025,Low,Medium,Medium,47.46666666666667,Fair
Station1_LOG01976,SRV045,CL-2,2025-08-02 19:14:00,37.65,22.39,29.06,24.57,12.875,844.89,3.57,Station1,host-045,10.0.248.214,Linux,New York,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,2025-08-02,19,Saturday,8,2025,Low,Low,Low,70.3,Good
Station1_LOG01977,SRV043,CL-8,2025-08-01 06:04:00,75.27,70.8,32.4,10.22,20.58,916.12,0.75,Station1,host-043,10.0.177.175,Linux,Singapore,Bob,CL-8,bob@xyzcorp.com,+1-202-691-4215,2025-08-01,6,Friday,8,2025,Medium,Medium,Low,40.51,Fair
Station1_LOG01978,SRV010,CL-4,2025-08-01 12:55:00,41.69,82.96,64.79,21.44,9.96,213.18,8.61,Station1,host-010,10.0.44.34,Linux,London,Charlie,CL-4,charlie@xyzcorp.com,+1-202-817-1167,2025-08-01,12,Friday,8,2025,Low,High,Medium,36.85333333333333,Poor
Station1_LOG01979,SRV040,CL-6,2025-08-01 12:00:00,71.07,73.16,73.04,4.17,13.98,490.16,9.95,Station1,host-040,10.0.135.185,Windows,New York,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215,2025-08-01,12,Friday,8,2025,Medium,Medium,Medium,27.576666666666668,Poor
Station1_LOG01980,SRV010,CL-4,2025-08-02 04:54:00,36.81,58.9,38.25,20.53,19.64,375.51,3.77,Station1,host-010,10.0.44.34,Linux,London,Charlie,CL-4,charlie@xyzcorp.com,+1-202-817-1167,2025-08-02,4,Saturday,8,2025,Low,Medium,Low,55.346666666666664,Fair
Station1_LOG01981,SRV017,CL-6,2025-08-01 12:11:00,89.24,55.575,48.48,20.03,22.37,355.78,1.73,Station1,host-017,10.0.188.240,Windows,Mumbai,Ethan,CL-6,ethan@xyzcorp.com,+1-202-853-1213,2025-08-01,12,Friday,8,2025,High,Medium,Low,35.56833333333334,Poor
Station1_LOG01982,SRV010,CL-4,2025-08-02 23:19:00,20.28,57.37,45.17,8.7,16.11,397.96,5.24,Station1,host-010,10.0.44.34,Linux,London,Charlie,CL-4,charlie@xyzcorp.com,+1-202-817-1167,2025-08-02,23,Saturday,8,2025,Low,Medium,Low,59.059999999999995,Fair
Station1_LOG01983,SRV013,CL-2,2025-08-02 01:55:00,49.62,89.41,14.48,21.84,21.13,477.64,5.21,Station1,host-013,10.0.95.98,Linux,New York,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,2025-08-02,1,Saturday,8,2025,Low,High,Low,48.830000000000005,Fair
Station1_LOG01984,SRV017,CL-6,2025-08-01 07:11:00,15.05,55.575,41.7,26.57,24.63,765.7,8.12,Station1,host-017,10.0.188.240,Windows,Mumbai,Ethan,CL-6,ethan@xyzcorp.com,+1-202-853-1213,2025-08-01,7,Friday,8,2025,Low,Medium,Low,62.55833333333333,Good
Station1_LOG01985,SRV084,CL-9,2025-08-01 15:19:00,87.69,71.38,14.28,14.05,21.86,626.19,4.26,Station1,host-084,10.0.44.81,Windows,Singapore,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215,2025-08-01,15,Friday,8,2025,High,Medium,Low,42.21666666666667,Fair
Station1_LOG01986,SRV081,CL-4,2025-08-02 08:24:00,14.11,86.15,77.5,12.47,24.35,460.78,5.21,Station1,host-081,10.0.91.217,Windows,London,Ethan,CL-4,ethan@xyzcorp.com,+1-202-853-1213,2025-08-02,8,Saturday,8,2025,Low,High,Medium,40.74666666666667,Fair
Station1_LOG01987,SRV050,CL-1,2025-08-01 14:12:00,37.22,78.16,52.97,19.65,1.39,385.33,9.62,Station1,host-050,10.0.187.128,Linux,Singapore,Alice,CL-1,alice@xyzcorp.com,+1-202-531-6896,2025-08-01,14,Friday,8,2025,Low,Medium,Medium,43.88333333333333,Fair
Station1_LOG01988,SRV091,CL-2,2025-08-01 02:23:00,79.87,44.76,76.75,22.57,17.56,328.07,3.06,Station1,host-091,10.0.22.9,Windows,London,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,2025-08-01,2,Friday,8,2025,Medium,Low,Medium,32.873333333333335,Poor
Station1_LOG01989,SRV040,CL-6,2025-08-02 19:00:00,31.43,34.15,66.23,22.78,3.96,262.59,3.23,Station1,host-040,10.0.135.185,Windows,New York,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215,2025-08-02,19,Saturday,8,2025,Low,Low,Medium,56.06333333333333,Fair
Station1_LOG01990,SRV026,CL-2,2025-08-02 08:53:00,67.85,69.85,71.54,1.09,11.89,990.89,7.62,Station1,host-026,10.0.46.172,Linux,Frankfurt,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,2025-08-02,8,Saturday,8,2025,Medium,Medium,Medium,30.25333333333333,Poor
Station1_LOG01991,SRV089,CL-1,2025-08-02 22:33:00,22.97,45.5,5.81,26.64,14.5,440.14,6.75,Station1,host-089,10.0.225.14,Windows,Frankfurt,Hannah,CL-1,hannah@xyzcorp.com,+1-202-151-5538,2025-08-02,22,Saturday,8,2025,Low,Low,Low,75.24,Good
Station1_LOG01992,SRV020,CL-9,2025-08-02 06:55:00,81.37,37.69,53.09,8.89,4.57,755.01,4.92,Station1,host-020,10.0.236.93,Windows,London,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215,2025-08-02,6,Saturday,8,2025,High,Low,Medium,42.61666666666667,Fair
Station1_LOG01993,SRV050,CL-1,2025-08-01 18:20:00,77.59,47.96,31.92,13.71,1.92,570.06,5.21,Station1,host-050,10.0.187.128,Linux,Singapore,Alice,CL-1,alice@xyzcorp.com,+1-202-531-6896,2025-08-01,18,Friday,8,2025,Medium,Low,Low,47.50999999999999,Fair
Station1_LOG01994,SRV031,CL-7,2025-08-02 00:49:00,77.62,36.25,24.92,20.89,10.96,472.07,2.32,Station1,host-031,10.0.74.72,Linux,London,Bob,CL-7,bob@xyzcorp.com,+1-202-691-4215,2025-08-02,0,Saturday,8,2025,Medium,Low,Low,53.73666666666666,Fair
Station1_LOG01995,SRV043,CL-8,2025-08-02 18:58:00,81.21,67.54,45.87,13.74,23.01,519.59,1.84,Station1,host-043,10.0.177.175,Linux,Singapore,Bob,CL-8,bob@xyzcorp.com,+1-202-691-4215,2025-08-02,18,Saturday,8,2025,High,Medium,Low,35.126666666666665,Poor
Station1_LOG01996,SRV082,CL-10,2025-08-01 06:55:00,28.72,79.99,71.0,26.36,12.72,405.92,1.09,Station1,host-082,10.0.237.227,Windows,New York,Ethan,CL-10,ethan@xyzcorp.com,+1-202-853-1213,2025-08-01,6,Friday,8,2025,Low,Medium,Medium,40.09666666666667,Fair
Station1_LOG01997,SRV023,CL-1,2025-08-02 18:14:00,35.99,89.76,56.92,29.64,21.95,334.77,0.56,Station1,host-023,10.0.60.118,Windows,Singapore,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073,2025-08-02,18,Saturday,8,2025,Low,High,Medium,39.10999999999999,Poor
Station1_LOG01998,SRV023,CL-1,2025-08-02 17:03:00,39.74,31.11,20.49,2.72,2.31,139.89,2.46,Station1,host-023,10.0.60.118,Windows,Singapore,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073,2025-08-02,17,Saturday,8,2025,Low,Low,Low,69.55333333333334,Good
Station1_LOG01999,SRV001,CL-8,2025-08-02 03:09:00,61.96,55.575,53.63,18.63,14.76,395.79,0.77,Station1,host-001,10.0.186.8,Windows,London,George,CL-8,george@xyzcorp.com,+1-202-749-4405,2025-08-02,3,Saturday,8,2025,Medium,Medium,Medium,42.945,Fair
Station1_LOG02000,SRV054,CL-9,2025-08-02 18:43:00,63.7,79.37,76.9,21.87,18.81,887.72,9.29,Station1,host-054,10.0.204.57,Windows,Mumbai,Charlie,CL-9,charlie@xyzcorp.com,+1-202-817-1167,2025-08-02,18,Saturday,8,2025,Medium,Medium,Medium,26.676666666666662,Poor
Station1_LOG02001,SRV069,CL-5,2025-08-03 02:30:00,90.31,72.51,73.99,24.49,13.59,693.14,6.45,Station1,host-069,10.0.231.62,Linux,Singapore,Fiona,CL-5,fiona@xyzcorp.com,+1-202-230-1591,2025-08-03,2,Sunday,8,2025,High,Medium,Medium,21.063333333333333,Poor
Station1_LOG02002,SRV076,CL-3,2025-08-03 02:20:00,10.43,43.58,7.42,3.98,21.45,299.3,0.92,Station1,host-076,10.0.179.242,Linux,Frankfurt,Hannah,CL-3,hannah@xyzcorp.com,+1-202-151-5538,2025-08-03,2,Sunday,8,2025,Low,Low,Low,79.52333333333334,Good
Station1_LOG02003,SRV036,CL-9,2025-08-03 08:02:00,75.7,55.575,41.7,21.74,6.38,776.91,6.13,Station1,host-036,10.0.83.37,Windows,New York,Alice,CL-9,alice@xyzcorp.com,+1-202-531-6896,2025-08-03,8,Sunday,8,2025,Medium,Medium,Low,42.34166666666666,Fair
Station1_LOG02004,SRV097,CL-3,2025-08-03 16:33:00,42.54,46.13,8.66,13.62,2.8,974.79,0.42,Station1,host-097,10.0.44.225,Linux,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073,2025-08-03,16,Sunday,8,2025,Low,Low,Low,67.55666666666667,Good
Station1_LOG02005,SRV075,CL-8,2025-08-03 01:10:00,40.01,51.7,28.3,20.83,12.64,265.24,8.86,Station1,host-075,10.0.30.202,Linux,Mumbai,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213,2025-08-03,1,Sunday,8,2025,Low,Medium,Low,59.99666666666666,Fair
Station1_LOG02006,SRV094,CL-8,2025-08-03 11:09:00,17.08,69.67,13.86,21.53,16.67,541.08,3.79,Station1,host-094,10.0.160.175,Linux,Singapore,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213,2025-08-03,11,Sunday,8,2025,Low,Medium,Low,66.46333333333334,Good
Station1_LOG02007,SRV079,CL-3,2025-08-03 21:39:00,60.23,80.28,9.29,9.51,15.15,902.44,2.92,Station1,host-079,10.0.190.250,Linux,Singapore,George,CL-3,george@xyzcorp.com,+1-202-749-4405,2025-08-03,21,Sunday,8,2025,Medium,High,Low,50.06666666666667,Fair
Station1_LOG02008,SRV023,CL-1,2025-08-03 03:33:00,80.78,23.48,72.72,22.6,14.97,367.5,8.06,Station1,host-023,10.0.60.118,Windows,Singapore,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073,2025-08-03,3,Sunday,8,2025,High,Low,Medium,41.00666666666666,Fair
Station1_LOG02009,SRV043,CL-8,2025-08-03 00:59:00,89.08,71.64,57.39,20.83,3.65,488.81,4.08,Station1,host-043,10.0.177.175,Linux,Singapore,Bob,CL-8,bob@xyzcorp.com,+1-202-691-4215,2025-08-03,0,Sunday,8,2025,High,Medium,Medium,27.296666666666667,Poor
Station1_LOG02010,SRV074,CL-3,2025-08-03 16:37:00,72.75,67.09,58.33,17.64,3.92,502.33,3.93,Station1,host-074,10.0.246.17,Windows,New York,Hannah,CL-3,hannah@xyzcorp.com,+1-202-151-5538,2025-08-03,16,Sunday,8,2025,Medium,Medium,Medium,33.94333333333333,Poor
Station1_LOG02011,SRV100,CL-2,2025-08-03 17:39:00,81.06,60.69,41.7,0.95,12.875,279.57,3.81,Station1,host-100,10.0.150.59,Linux,Singapore,Alice,CL-2,alice@xyzcorp.com,+1-202-531-6896,2025-08-03,17,Sunday,8,2025,High,Medium,Low,38.85,Poor
Station1_LOG02012,SRV022,CL-8,2025-08-03 18:47:00,13.77,50.87,45.7,12.57,6.88,932.01,2.64,Station1,host-022,10.0.160.249,Linux,Frankfurt,Diana,CL-8,diana@xyzcorp.com,+1-202-789-3073,2025-08-03,18,Sunday,8,2025,Low,Medium,Low,63.22,Good
Station1_LOG02013,SRV077,CL-1,2025-08-03 05:59:00,72.08,83.42,23.28,14.41,22.69,374.09,8.61,Station1,host-077,10.0.30.24,Linux,New York,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073,2025-08-03,5,Sunday,8,2025,Medium,High,Low,40.406666666666666,Fair
Station1_LOG02014,SRV079,CL-3,2025-08-03 20:42:00,43.87,52.85,41.7,7.76,16.23,345.74,7.5,Station1,host-079,10.0.190.250,Linux,Singapore,George,CL-3,george@xyzcorp.com,+1-202-749-4405,2025-08-03,20,Sunday,8,2025,Low,Medium,Low,53.85999999999999,Fair
Station1_LOG02015,SRV076,CL-3,2025-08-03 02:32:00,84.73,72.54,22.84,1.84,9.78,816.47,2.86,Station1,host-076,10.0.179.242,Linux,Frankfurt,Hannah,CL-3,hannah@xyzcorp.com,+1-202-151-5538,2025-08-03,2,Sunday,8,2025,High,Medium,Low,39.96333333333333,Poor
Station1_LOG02016,SRV069,CL-5,2025-08-03 20:14:00,69.55,77.6,53.81,9.41,8.47,839.4,0.58,Station1,host-069,10.0.231.62,Linux,Singapore,Fiona,CL-5,fiona@xyzcorp.com,+1-202-230-1591,2025-08-03,20,Sunday,8,2025,Medium,Medium,Medium,33.013333333333335,Poor
Station1_LOG02017,SRV063,CL-10,2025-08-03 16:50:00,42.09,55.575,41.7,27.02,5.31,962.57,9.25,Station1,host-063,10.0.167.228,Windows,New York,Alice,CL-10,alice@xyzcorp.com,+1-202-531-6896,2025-08-03,16,Sunday,8,2025,Low,Medium,Low,53.544999999999995,Fair
Station1_LOG02018,SRV038,CL-2,2025-08-03 18:30:00,81.27,56.3,31.91,1.38,3.83,679.46,6.93,Station1,host-038,10.0.38.116,Linux,London,Bob,CL-2,bob@xyzcorp.com,+1-202-691-4215,2025-08-03,18,Sunday,8,2025,High,Medium,Low,43.50666666666667,Fair
Station1_LOG02019,SRV097,CL-3,2025-08-03 17:59:00,56.25,79.12,79.18,18.27,11.45,279.01,4.48,Station1,host-097,10.0.44.225,Linux,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073,2025-08-03,17,Sunday,8,2025,Medium,Medium,Medium,28.483333333333334,Poor
Station1_LOG02020,SRV041,CL-10,2025-08-03 06:09:00,58.19,75.72,22.13,5.48,16.35,223.78,3.75,Station1,host-041,10.0.187.69,Linux,Mumbai,Hannah,CL-10,hannah@xyzcorp.com,+1-202-151-5538,2025-08-03,6,Sunday,8,2025,Medium,Medium,Low,47.98666666666667,Fair
Station1_LOG02021,SRV051,CL-6,2025-08-03 02:27:00,88.75,55.575,10.86,20.48,5.38,464.54,3.45,Station1,host-051,10.0.0.182,Windows,New York,Hannah,CL-6,hannah@xyzcorp.com,+1-202-151-5538,2025-08-03,2,Sunday,8,2025,High,Medium,Low,48.27166666666667,Fair
Station1_LOG02022,SRV030,CL-9,2025-08-03 13:54:00,54.26,27.32,44.41,2.5,3.16,887.7,1.33,Station1,host-030,10.0.38.25,Windows,Mumbai,Alice,CL-9,alice@xyzcorp.com,+1-202-531-6896,2025-08-03,13,Sunday,8,2025,Medium,Low,Low,58.00333333333334,Fair
Station1_LOG02023,SRV043,CL-8,2025-08-03 10:08:00,93.34,28.63,79.43,1.3,8.01,351.17,2.79,Station1,host-043,10.0.177.175,Linux,Singapore,Bob,CL-8,bob@xyzcorp.com,+1-202-691-4215,2025-08-03,10,Sunday,8,2025,High,Low,Medium,32.86666666666666,Poor
Station1_LOG02024,SRV030,CL-9,2025-08-03 19:13:00,40.94,49.59,74.17,18.93,12.69,442.13,7.8,Station1,host-030,10.0.38.25,Windows,Mumbai,Alice,CL-9,alice@xyzcorp.com,+1-202-531-6896,2025-08-03,19,Sunday,8,2025,Low,Low,Medium,45.1,Fair
Station1_LOG02025,SRV093,CL-5,2025-08-03 22:03:00,18.5,43.78,22.94,26.7,11.16,811.26,2.09,Station1,host-093,10.0.220.152,Linux,Mumbai,Charlie,CL-5,charlie@xyzcorp.com,+1-202-817-1167,2025-08-03,22,Sunday,8,2025,Low,Low,Low,71.59333333333333,Good
